,property_id,displayPrice,dateSold,tenure,newBuild
199,18ab6f0a-55f7-4731-be21-c7ef7ee2bed6,"£85,500",15 Nov 2007,,False
200,18ab6f0a-55f7-4731-be21-c7ef7ee2bed6,"£50,000",13 Jul 2005,,False
201,18ab6f0a-55f7-4731-be21-c7ef7ee2bed6,"£45,538",10 Oct 2002,,False
202,1e76c8b5-6233-4b7e-a3be-f364642b1991,"£103,500",24 Mar 2023,,False
203,1e76c8b5-6233-4b7e-a3be-f364642b1991,"£85,000",18 Dec 2008,,False
204,0031654c-f4e5-454d-b093-a9d1c7a0ce0a,"£157,000",24 Mar 2023,,False
205,0031654c-f4e5-454d-b093-a9d1c7a0ce0a,"£124,000",5 Oct 2018,,False
206,0031654c-f4e5-454d-b093-a9d1c7a0ce0a,"£98,000",22 Apr 2016,,False
207,0031654c-f4e5-454d-b093-a9d1c7a0ce0a,"£98,000",4 Apr 2016,,False
208,13333e93-f369-4c66-88ef-d2be27bc334c,"£270,000",23 Mar 2023,,False
209,ade56812-6805-4799-9ce3-451bd8aecbad,"£115,000",22 Mar 2023,,False
210,369ae82b-1a88-4f39-8a6c-2737a1f2f2a4,"£68,000",22 Mar 2023,,False
211,0fe02a32-a0b4-41fe-91f7-eacd16cf801b,"£90,000",22 Mar 2023,,False
212,7e36d151-034b-4dd5-b7a2-c9ff0c4aac46,"£35,000",22 Mar 2023,,False
213,d82d6112-4bcf-42ac-98aa-ccfa7eb9f77c,"£105,000",22 Mar 2023,,False
214,d82d6112-4bcf-42ac-98aa-ccfa7eb9f77c,"£111,000",19 Jul 2007,,False
215,228e43f5-c743-4d9d-813b-b41590cc259d,"£130,000",22 Mar 2023,,False
216,189344cd-86a1-4fb8-b7ae-d0fcabf495b0,"£88,000",22 Mar 2023,,False
217,312fbe16-2461-48e2-9cf5-2345a1978494,"£165,000",21 Mar 2023,,False
218,03de8916-78da-4451-a459-1f86339095d8,"£120,000",20 Mar 2023,,False
219,492df78d-3680-4242-a2d7-e5b8ca22fd51,"£130,000",20 Mar 2023,,False
220,492df78d-3680-4242-a2d7-e5b8ca22fd51,"£83,000",11 Jul 2019,,False
221,492df78d-3680-4242-a2d7-e5b8ca22fd51,"£58,500",22 Oct 2003,,False
222,492df78d-3680-4242-a2d7-e5b8ca22fd51,"£44,995",31 Jan 2002,,False
223,c6176368-930e-4f7b-ae29-c73de71c0e27,"£78,000",17 Mar 2023,,False
224,2545fac7-38c7-4f21-beec-999d5324246c,"£191,000",17 Mar 2023,,False
225,f194f7c2-464b-494f-8f8d-f260511476fa,"£115,000",17 Mar 2023,,False
226,f194f7c2-464b-494f-8f8d-f260511476fa,"£32,110",24 Dec 2007,,False
227,d3e6f7d3-4203-45c1-ae23-f6569462219f,"£195,000",16 Mar 2023,,False
228,43800cea-a2bd-42a1-8b17-a3f90284b4ed,"£180,000",16 Mar 2023,,False
229,af70eb1d-7172-45b7-ac72-f88ff15a6ad0,"£80,000",15 Mar 2023,,False
230,af70eb1d-7172-45b7-ac72-f88ff15a6ad0,"£120,000",10 Apr 2017,,False
231,12ee7c2e-6de6-43f5-870e-97824ac2b8b6,"£225,000",15 Mar 2023,,False
232,12ee7c2e-6de6-43f5-870e-97824ac2b8b6,"£205,000",27 Apr 2022,,False
233,093541a1-97ee-48b7-92d4-be4bf14c454f,"£195,000",13 Mar 2023,,False
234,29c8f39c-bfeb-4790-9fd6-c96066c9de5a,"£130,000",13 Mar 2023,,False
235,29c8f39c-bfeb-4790-9fd6-c96066c9de5a,"£95,000",15 Jan 2014,,False
236,29c8f39c-bfeb-4790-9fd6-c96066c9de5a,"£107,500",21 Nov 2007,,False
237,29c8f39c-bfeb-4790-9fd6-c96066c9de5a,"£93,000",16 Sep 2005,,False
238,e022c17d-cbef-476f-9e7c-daab8287f9b8,"£270,250",10 Mar 2023,,False
239,e022c17d-cbef-476f-9e7c-daab8287f9b8,"£230,000",16 Sep 2020,,False
240,e022c17d-cbef-476f-9e7c-daab8287f9b8,"£179,000",28 Sep 2005,,False
241,48e4ed0e-4ad4-421d-964e-8ccad6eb3b76,"£325,000",10 Mar 2023,,False
242,48e4ed0e-4ad4-421d-964e-8ccad6eb3b76,"£300,000",13 May 2019,,False
243,0ae9b184-899a-41c8-aa35-2b7e2aa933cd,"£69,168",9 Mar 2023,,False
244,0ae9b184-899a-41c8-aa35-2b7e2aa933cd,"£86,000",27 Aug 2008,,False
245,2ed79c81-48af-4bf5-91df-e3d586a2d11c,"£147,000",7 Mar 2023,,False
246,2ed79c81-48af-4bf5-91df-e3d586a2d11c,"£93,000",26 Aug 2010,,False
247,2ed79c81-48af-4bf5-91df-e3d586a2d11c,"£53,000",2 Jul 2003,,False
248,3cc4fd07-b2de-4760-89cb-9eaf03b7b9cf,"£120,000",6 Mar 2023,,False
249,7b1af8fe-fbc3-4dc0-8080-c4447d919b8f,"£142,995",6 Mar 2023,,False
250,bfabadfa-20d7-4842-a812-9af222e32bad,"£178,000",3 Mar 2023,,False
251,bfabadfa-20d7-4842-a812-9af222e32bad,"£96,000",13 Dec 2019,,False
252,9fc8ed06-6602-4abd-bcae-5eb7cd591e76,"£260,000",3 Mar 2023,,False
253,9fc8ed06-6602-4abd-bcae-5eb7cd591e76,"£222,375",3 Oct 2017,,False
254,9fc8ed06-6602-4abd-bcae-5eb7cd591e76,"£161,200",13 Jul 2011,,False
255,30294a38-a648-4c6e-ac67-09f2a23897b7,"£258,000",3 Mar 2023,,False
256,30294a38-a648-4c6e-ac67-09f2a23897b7,"£150,000",5 Aug 2009,,False
257,30294a38-a648-4c6e-ac67-09f2a23897b7,"£96,500",8 Jan 2003,,False
258,297a131d-5ae6-4785-838c-646f4ff11a9f,"£174,500",3 Mar 2023,,False
259,297a131d-5ae6-4785-838c-646f4ff11a9f,"£140,500",20 Jun 2008,,False
260,924d35e6-74ac-4bda-b6d3-cc90c6b70390,"£109,500",3 Mar 2023,,False
